id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,Horse_power
7842,Chevrolet,Yukon XL Denali,2022,48306,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Summit White,Jet Black,At least 1 accident or damage reported,71999,
21849,Cadillac,ATS 3.6L Luxury,2013,89700,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,23300,321.0
23612,Volkswagen,Jetta S,2007,122000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,None reported,11500,140.0
23911,GMC,Acadia SLE-2,2015,96000,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,17000,281.0
43353,Ford,Explorer Sport,2016,93500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,15700,365.0
28988,Audi,TT 2.0T,2012,118000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,7200,211.0
4065,Lexus,GX 460 Base,2018,70891,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,23500,301.0
426,Mercedes-Benz,S-Class S 63 AMG,2015,56000,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,47498,536.0
9330,BMW,X5 xDrive40i,2018,72865,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,34995,335.0
27099,Ford,F-150 XLT,2021,53000,Gasoline,5.0L 8 Cylinder,10-Speed A/T,Black,Black,At least 1 accident or damage reported,42700,
12949,Volkswagen,Passat 2.0T SE,2018,92000,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,20900,174.0
5472,Dodge,Ram 1500 Quad Cab,2007,148000,Gasoline,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,12990,245.0
20396,INFINITI,QX60 Base,2016,86170,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,16750,295.0
22422,Subaru,Impreza WRX Sti Special Edition,2010,187883,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Gray,None reported,6500,210.0
24888,Dodge,Durango SRT 392,2022,31917,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,24999,475.0
49164,Lexus,GX 460 Premium,2017,62950,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,36000,301.0
26405,Audi,S5 3.0 Premium Plus,2016,66500,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,22000,333.0
36393,BMW,X5 xDrive40i,2019,69431,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,35750,335.0
34930,Ford,F-150 XLT,2021,48000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,53000,375.0
2750,Hyundai,Sonata Hybrid Base,2013,104994,Hybrid,206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Gray,At least 1 accident or damage reported,14500,206.0
33006,Mercedes-Benz,E-Class E500,2005,162000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,5900,302.0
17352,Ford,Transit-350 Base,2015,157500,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,15000,310.0
42394,Mercedes-Benz,SL-Class SL63 AMG Roadster,2008,93000,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,37500,518.0
42713,MINI,Cooper Base,2008,74750,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Black,None reported,12500,118.0
36852,Mazda,CX-9 Grand Touring,2021,52253,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed A/T,Snowflake White Pearl,Black,At least 1 accident or damage reported,19395,
13513,Toyota,4Runner Limited,2005,205000,Gasoline,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,9950,245.0
54061,BMW,X6 xDrive50i,2016,80000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,25950,445.0
13351,Audi,A5 2.0T Premium Plus,2015,120000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Brown,At least 1 accident or damage reported,29900,211.0
22644,Toyota,Camry SE,2011,177702,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Yellow,Gray,At least 1 accident or damage reported,5700,179.0
15758,Mercedes-Benz,E-Class E 350 4MATIC,2013,73000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,17500,302.0
20924,Chevrolet,Suburban 1500 LTZ,2012,83853,Gasoline,320.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,16800,320.0
24123,Chevrolet,Camaro Z28,2004,70000,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,M/T,White,Black,None reported,13900,310.0
32562,Lincoln,MKT Base,2010,144200,Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,10900,303.0
37031,Audi,A7 3.0T Premium Plus,2019,72865,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,40500,340.0
17745,BMW,X3 xDrive30i,2021,27000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Brown,None reported,38900,248.0
24538,GMC,Sierra 1500 SLT,2015,116210,E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,–,None reported,46750,285.0
10593,BMW,X5 xDrive35i,2015,95500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,5990,300.0
5982,Ford,F-150 Lariat,2020,39000,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,34995,325.0
39067,Ford,F-150 XLT SuperCab,2007,49620,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,10300,300.0
31208,Chevrolet,Camaro 2LT,2015,56675,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,19500,323.0
27925,Ford,Expedition EL Limited,2017,85000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,18000,365.0
13313,Ford,Ranger XLT,2007,162000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed M/T,White,Gray,None reported,6099,255.0
39610,Toyota,GR86 Premium,2021,27000,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,30890,228.0
39340,Ford,Bronco Raptor,2023,3421,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black Onyx,None reported,69645,
14420,BMW,X7 xDrive40i,2021,9200,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Brown,At least 1 accident or damage reported,71200,335.0
21100,Mercedes-Benz,SLK-Class SLK230 Kompressor,2001,53850,Gasoline,190.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,16995,190.0
47795,BMW,330 i xDrive,2015,117000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,13000,248.0
33270,Lamborghini,Gallardo Base,2009,38800,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,100000,493.0
10258,Audi,R8 5.2 quattro Spyder,2013,75000,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,48000,550.0
22843,BMW,X5 xDrive35i,2016,90000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,36000,300.0
41844,Lexus,IS-F Base,2008,75000,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,51000,416.0
12663,Land,Rover Range Rover 3.0L V6 Supercharged HSE,2018,66250,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,51000,380.0
51149,Ford,Mustang GT Premium,2019,51700,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,44950,460.0
14156,Chevrolet,Corvette Stingray w/3LT,2021,19500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,103500,490.0
36466,BMW,X5 xDrive35i,2017,72900,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,16500,300.0
13135,BMW,X6 xDrive40i,2020,27654,Gasoline,3.0 Liter Turbo,Automatic,Imperial Blue Metallic,Canberra Beige/Black,None reported,33610,
22767,RAM,1500 Big Horn,2021,26000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,61500,395.0
26676,MINI,Cooper S Base,2007,115000,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,4400,172.0
13810,Hyundai,Genesis Coupe 3.8 R-Spec,2014,89000,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,18000,348.0
8718,Toyota,Camry Solara SLE V6,2007,109000,Gasoline,200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,9950,200.0
21374,Ford,Bronco Big Bend Advanced,2022,10000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,115000,315.0
10512,Mercedes-Benz,SL-Class SL600 Roadster,2006,70000,Gasoline,493.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,22000,493.0
23364,Ford,F-250 XLT,2016,35900,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Gray,At least 1 accident or damage reported,18000,385.0
53319,Chevrolet,Camaro Base,2001,126000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,9000,200.0
31692,Cadillac,TT Roadster quattro,2002,69300,Gasoline,225.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,9995,225.0
54153,Ford,Mustang GT Premium,2019,31600,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Gray,None reported,41000,460.0
15729,BMW,528 i xDrive,2016,60000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,24000,240.0
14998,Porsche,Cayman S,2008,5856,Gasoline,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,None reported,37500,295.0
981,Toyota,Camry Hybrid Base,2022,109000,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Orange,White,At least 1 accident or damage reported,14980,147.0
43256,Dodge,Ram 1500 ST,2011,152520,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,13000,210.0
30444,Ford,Transit-350 XLT,2020,92000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,35000,310.0
41004,Ford,F-150 XLT,2015,85253,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,23599,365.0
17884,Ford,Explorer Limited,2018,53000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,32500,290.0
7330,Ford,F-150 Lariat,2021,57800,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,28700,375.0
42823,Mercedes-Benz,E-Class E 350 4MATIC,2014,76500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,17999,302.0
27122,GMC,Yukon XL 1500 SLT,2015,92000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,35000,355.0
9814,Audi,A5 2.0T Premium Plus,2013,73000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,16800,211.0
10195,Volkswagen,Golf GTI 2.0T SE 4-Door,2014,87892,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,20000,220.0
47508,RAM,1500 Laramie,2022,1600,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,40000,395.0
37036,Cadillac,Escalade ESV Luxury,2016,119000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,11800,420.0
17994,Land,Rover Range Rover Sport HSE Dynamic,2019,40000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,45000,380.0
13645,Audi,TL 3.2,2015,124756,Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,11900,270.0
36986,Jeep,Gladiator Rubicon,2022,16800,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,45000,285.0
28898,Ford,Fusion SE,2012,107000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,17000,175.0
9087,Mercedes-Benz,E-Class E 350,2022,13000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,47999,255.0
38416,Jeep,Wrangler Unlimited Sport,2006,124000,Gasoline,205.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,9200,205.0
1912,Audi,A6 55 Premium,2022,10900,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,55000,335.0
44543,Ford,Expedition Limited,2017,60000,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,27500,400.0
19949,Chevrolet,Malibu 1LT,2009,139000,Gasoline,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,15000,160.0
31167,Porsche,Panamera Edition,2016,60000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,36800,310.0
23359,BMW,435 i,2016,68325,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,30500,300.0
8344,Hyundai,Genesis Coupe 3.8 Base,2015,60000,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,16500,344.0
36257,BMW,530 i,2021,43000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,25800,248.0
5065,GMC,Sierra 2500 Base,2015,199000,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Blue,Beige,None reported,19950,360.0
5240,Land,Rover Range Rover Sport Supercharged HSE,2017,52300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,29500,340.0
25652,Chevrolet,Malibu 1LT,2009,74000,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,16900,169.0
41073,BMW,X7 xDrive40i,2023,5338,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Brown,None reported,54500,335.0
19820,Cadillac,Escalade ESV Base,2010,155000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Black,Black,None reported,14900,403.0
9874,Chevrolet,Suburban LT,2018,93000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,33000,355.0
32433,BMW,X3 xDrive30i,2022,13000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,50000,248.0
31542,Ford,Expedition EL King Ranch,2012,166000,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Brown,At least 1 accident or damage reported,13000,310.0
634,Lexus,ES 350 Base,2016,72900,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,22999,268.0
23579,Lexus,LS 460 L,2013,99524,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,18300,386.0
38283,Porsche,Macan Base,2018,60000,Gasoline,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,28000,375.0
5550,BMW,X5 xDrive35i,2017,73000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,23999,300.0
30600,Dodge,Durango R/T,2022,12000,Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,64683,370.0
44611,Dodge,Ram 1500 SLT Mega Cab,2002,55000,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,26600,310.0
30495,Mercedes-Benz,Metris Base,2019,56536,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Gray,Black,At least 1 accident or damage reported,20818,
916,Ford,Mustang GT Premium,2011,101000,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,27000,412.0
20687,Mercedes-Benz,Sprinter 3500XD High Roof,2021,33300,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,White,Gray,None reported,45000,188.0
9220,Cadillac,Escalade Premium Luxury,2022,19250,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,86000,420.0
42247,Chevrolet,Trailblazer RS,2020,8050,Gasoline,155.0HP 1.3L 3 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,42500,155.0
30241,Audi,SQ5 3.0T Prestige,2018,54423,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,49999,349.0
16632,Chevrolet,Colorado Z71,2021,52253,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Red,Jet Black,None reported,43449,
11301,Dodge,Ram 1500 Quad Cab,2003,141209,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,4500,204.0
37427,Porsche,911 Carrera,2014,40000,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,53000,350.0
45584,Mercedes-Benz,G 550 4x4 Squared Base,2018,70891,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,42000,416.0
33183,Audi,A4 2.0T Tech Premium,2018,27532,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,27900,252.0
32618,Chrysler,300 Touring,2020,23152,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,26999,292.0
37707,Volkswagen,Routan SE,2010,123815,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,9500,283.0
43128,Ford,Transit-350 XL,2015,102000,E85 Flex Fuel,275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,22450,275.0
24257,Genesis,GV70 3.5T Sport,2022,18665,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic,Alta White,Red,None reported,62479,
17401,Toyota,Avalon XLE,2015,90000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,14000,268.0
37764,Mercedes-Benz,AMG C 63 Base,2017,34500,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,61059,469.0
46269,Subaru,WRX STI Base,2014,87000,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,15995,305.0
47131,Ford,F-250 Lariat,2019,45617,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,45950,385.0
33943,Honda,Civic EX,1993,58981,–,–,A/T,Red,Beige,None reported,15000,
29112,BMW,M5 Base,2018,10500,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,50000,600.0
23217,Volkswagen,Jetta GLX VR6,2009,107000,Gasoline,174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,8100,174.0
41762,Chevrolet,Suburban LTZ,2016,110000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,None reported,42000,355.0
27732,Nissan,GT-R Premium,2019,37800,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,139500,565.0
35883,Mazda,CX-30 Preferred,2020,9927,Gasoline,2.5L I4 16V GDI DOHC,Transmission w/Dual Shift Mode,Snowflake White Pearl,Black,None reported,32250,
29039,Ford,F-250 Platinum,2021,4500,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,None reported,104999,430.0
30229,Honda,Civic LX,2012,51300,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,9495,143.0
5468,Ferrari,GT-R Premium,2008,11700,Gasoline,553.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,133500,553.0
34890,Toyota,Tundra SR5,2015,101600,Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,15000,310.0
13082,GMC,Yukon XL SLT,2023,3300,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,48000,355.0
26377,Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,59271,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,20000,247.0
536,Cadillac,CTS 2.0L Turbo Luxury,2013,83000,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,14500,265.0
50746,Mercedes-Benz,1500 SLT,2018,61802,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,32000,305.0
15346,Chevrolet,Corvette Z06,2007,20200,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Gray,None reported,65499,505.0
1150,Volkswagen,Golf R 4-Door,2016,47000,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,35300,292.0
36535,Toyota,FJ Cruiser Base,2009,193827,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,15000,239.0
7356,BMW,X6 M Base,2018,48291,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,40999,567.0
42195,Kia,Optima LX,2011,100331,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,16000,200.0
6044,Nissan,Juke SL,2017,72639,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,None reported,16500,188.0
29692,Porsche,Boxster Black Edition,2016,87500,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,17900,265.0
35952,Hyundai,Genesis 3.8,2011,116500,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Red,None reported,17500,311.0
25846,Volkswagen,Golf GTI 2.0T SE 4-Door,2018,51700,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,24700,220.0
35400,McLaren,570S Base,2018,28000,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,39900,562.0
18572,Ford,Utility Police Interceptor Base,2013,110000,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,12500,300.0
49920,Chevrolet,Camaro 2LT,2015,74000,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,32000,335.0
39607,BMW,X5 xDrive35i,2022,11806,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,43000,300.0
36138,Nissan,GT-R Premium,2007,138700,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,6880,480.0
12688,Toyota,Camry Solara SLE,2009,96653,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,12500,210.0
26940,BMW,X5 M50i,2020,21450,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,42599,523.0
