id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,milage_per_year,milage_bins,horse_power
19849,Lexus,GX 460 Base,2011,103000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,20995,7923.0,High,301.0
16777,Jaguar,F-TYPE R,2018,44000,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,53500,7333.0,Low,550.0
26992,Chevrolet,Camaro 1SS,2020,40208,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,38000,10052.0,Low,455.0
42032,Audi,TT 2.0T Premium,2003,64549,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,15995,3073.0,Medium,220.0
14925,Land,Rover Range Rover Sport HST MHEV,2020,41000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Silver,Black,None reported,53000,10250.0,Low,395.0
11995,Chevrolet,Monte Carlo Supercharged SS,2004,148800,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,6500,7440.0,High,240.0
49460,Acura,RSX Type S,2008,137790,Gasoline,201.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,14990,8611.0,High,201.0
36641,BMW,M3 Base,2020,47850,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,128995,11962.0,Medium,543.0
20827,Mercedes-Benz,E-Class E 350,2015,98300,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,13998,10922.0,High,302.0
17260,Jaguar,XK8 Base,2007,64000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Beige,None reported,75000,3764.0,Medium,290.0
29599,Mercedes-Benz,AMG GT C,2017,9500,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,62479,1357.0,Low,550.0
22691,Dodge,Magnum R/T,2006,133255,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gold,At least 1 accident or damage reported,4000,7403.0,High,250.0
22371,Ford,F-150 Lariat SuperCrew,2007,87500,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,17000,5147.0,Medium,300.0
43209,Lexus,ES 350 Base,2015,152000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,14500,16888.0,High,268.0
38176,Cadillac,Escalade ESV Base,2007,160249,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,22000,9426.0,High,403.0
45067,INFINITI,QX60 Base,2017,71273,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,23500,10181.0,Medium,295.0
2858,Land,Rover Discovery SE,2004,145000,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,12998,7250.0,High,217.0
44215,Toyota,FJ Cruiser Base,2007,193827,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,13500,11401.0,High,239.0
50380,Mercedes-Benz,AMG C 63 Base,2018,63000,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,65000,10500.0,Medium,469.0
15028,GMC,Yukon XL 1500 SLT,2015,145000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,24950,16111.0,High,355.0
25208,Subaru,WRX STI Base,2016,84100,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,23000,10512.0,Medium,305.0
17098,Lincoln,Navigator L Reserve,2019,73043,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,40250,14608.0,Medium,450.0
50915,Hyundai,Palisade SEL,2017,170000,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,21000,24285.0,High,291.0
46995,Nissan,Maxima SL,2010,98700,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,None reported,4500,7050.0,High,255.0
7866,Hyundai,Santa Fe SE,2020,49814,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Stormy Sea,Black,None reported,32455,12453.0,Medium,
18813,Lincoln,MKX Base,2014,81500,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,13599,8150.0,Medium,335.0
53528,BMW,X5 xDrive40i,2019,60000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,28500,12000.0,Medium,335.0
28625,Mercedes-Benz,C-Class C 300 4MATIC Sport,2012,60000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,17500,5000.0,Medium,241.0
23413,Chevrolet,Corvette Stingray Z51,2020,25548,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,49000,6387.0,Low,460.0
1885,BMW,435 i,2014,91500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,17999,9150.0,High,300.0
4740,Rolls-Royce,Cullinan,2022,398,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Black,Black,None reported,54500,199.0,Low,
13901,Land,Rover Defender V8,2020,3000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,69900,750.0,Low,518.0
10985,Mercedes-Benz,M-Class ML 350 4MATIC,2014,67210,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Black,None reported,37000,6721.0,Medium,302.0
42208,Mercedes-Benz,E-Class E 350 4MATIC,2008,91900,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,14000,5743.0,High,268.0
39977,Mercedes-Benz,AMG G 63 Base,2017,67000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,65000,9571.0,Medium,563.0
26081,Mercedes-Benz,E-Class E 350,2014,7346,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,37500,734.0,Low,302.0
23084,Chevrolet,Colorado Z71,2019,56247,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Shadow Gray Metallic,Jet Black,None reported,22389,11249.0,Medium,
34114,Jeep,Wrangler Unlimited Sport,2019,52375,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,43500,10475.0,Medium,285.0
44149,Jaguar,F-TYPE S,2020,18800,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,41000,4700.0,Low,380.0
18424,RAM,1500 Classic Warlock,2018,44600,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Black,None reported,64000,7433.0,Low,395.0
20690,Porsche,Panamera Turbo,2015,53000,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,At least 1 accident or damage reported,33000,5888.0,Medium,520.0
21750,Jeep,Wagoneer Series III,2022,10232,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,47214,5116.0,Low,
44809,Audi,TT RS Base,2012,20623,Gasoline,360.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,36800,1718.0,Low,360.0
16517,Lexus,RC F Base,2016,51133,Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,At least 1 accident or damage reported,25495,6391.0,Medium,467.0
20530,Chevrolet,Camry XLE,2008,82000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,None reported,4999,5125.0,Medium,158.0
12914,Ford,F-150 XLT,2019,44460,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,None reported,34500,8892.0,Low,325.0
13481,Ford,F-150 XLT,2020,25000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,60000,6250.0,Low,375.0
45249,Mercedes-Benz,G-Class G 550 4MATIC,2009,98600,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,15700,6573.0,High,416.0
2617,Ford,Transit Connect XLT,2015,112000,E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,At least 1 accident or damage reported,14500,12444.0,High,169.0
5351,Chevrolet,Corvette Base,2001,92700,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,10500,4030.0,High,350.0
16753,Ford,Mustang EcoBoost Premium,2018,59500,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,18000,9916.0,Medium,310.0
7536,Mercedes-Benz,AMG C 63 S,2020,13554,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,14945,3388.0,Low,503.0
51505,Nissan,Armada SV,2008,187141,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,M/T,White,Gray,None reported,21000,11696.0,High,390.0
31367,Chevrolet,Suburban 1500 LTZ,2010,215000,Gasoline,320.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,6500,15357.0,High,320.0
51571,Cadillac,CTS-V Base,2007,123000,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,15000,7235.0,High,400.0
18282,Subaru,Ascent Touring 7-Passenger,2019,65400,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Blue,Brown,At least 1 accident or damage reported,26000,13080.0,Medium,260.0
8783,Cadillac,Escalade Premium Luxury Platinum,2022,35400,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,29999,17700.0,Low,420.0
23750,Ford,Flex SEL,2011,149000,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,8999,11461.0,High,262.0
17136,Lexus,IS 250C Base,2012,130000,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,6000,10833.0,High,204.0
3251,Dodge,Challenger R/T,2010,95000,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,15000,6785.0,High,305.0
49268,Lincoln,MKX Reserve,2016,56654,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,33885,7081.0,Medium,335.0
3134,Jeep,Grand Cherokee Limited,2022,26800,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,57000,13400.0,Low,293.0
44059,INFINITI,QX80 Luxe,2021,13650,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic,Black Obsidian,Graphite,None reported,61059,4550.0,Low,
39762,BMW,528 i,2015,80300,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,19000,8922.0,Medium,240.0
2059,Hummer,H2 Base,2006,179400,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,22495,9966.0,High,325.0
52729,Toyota,Corolla LE,2003,80000,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,At least 1 accident or damage reported,15500,3809.0,Medium,132.0
44717,Volkswagen,Passat 2.0T SE,2018,49400,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,20900,8233.0,Medium,174.0
45400,Cadillac,SRX Performance Collection,2005,121886,Gasoline,265.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,11100,6415.0,High,265.0
36246,Chevrolet,Malibu 1LT,2007,139000,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,4200,8176.0,High,169.0
11252,Toyota,4Runner 4WD,2003,267000,Gasoline,150.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,None reported,12500,12714.0,High,150.0
41148,INFINITI,G35 Base,2013,54000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,16500,4909.0,Medium,280.0
20498,Ford,Transit-350 XL,2016,94634,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,36000,11829.0,High,275.0
14818,Porsche,740e xDrive iPerformance,2019,36700,Plug-In Hybrid,322.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Blue,Blue,At least 1 accident or damage reported,48990,7340.0,Low,322.0
35242,Porsche,911 Carrera Turbo,2005,132269,Gasoline,415.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,7900,6961.0,High,415.0
47268,Jeep,Wrangler Unlimited Rubicon,2021,21400,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,44999,7133.0,Low,285.0
41706,Ford,Explorer Limited,2016,84000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,29900,10500.0,Medium,290.0
12311,Mercedes-Benz,SL-Class SL 550,2013,21300,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,14200,1936.0,Low,429.0
16093,Toyota,Yaris L,2008,129355,Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,7599,8084.0,High,106.0
37799,Pontiac,Firebird Trans Am,2001,89500,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,8450,3891.0,High,310.0
28260,BMW,X7 xDrive40i,2023,2437,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,54500,2437.0,Low,335.0
39630,RAM,1500 Limited,2021,41800,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,41000,13933.0,Low,395.0
51249,Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,29500,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,31000,5900.0,Low,247.0
40181,Acura,TLX V6 Advance,2016,98000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,22500,12250.0,High,290.0
12852,Mercedes-Benz,GL-Class GL 450,2011,73000,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,26999,5615.0,Medium,335.0
11106,Nissan,Armada Platinum,2018,92000,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,20900,15333.0,High,390.0
37958,Mazda,Mazda3 i Sport,2014,125575,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,15499,12557.0,High,155.0
45109,BMW,M5 Base,2018,18651,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,White,None reported,49999,3108.0,Low,560.0
36533,Ford,Utility Police Interceptor Base,2018,78110,E85 Flex Fuel,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,20989,13018.0,Medium,300.0
3625,BMW,328 i,2009,120000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,8500,8000.0,High,230.0
40399,Audi,TT 2.0T,2015,126760,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,14000,14084.0,High,211.0
6267,Toyota,GR86 Premium,2023,1075,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,36800,1075.0,Low,228.0
42076,BMW,M5 Base,2023,20000,Gasoline,500.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,105900,20000.0,Low,500.0
16404,Ford,Mustang GT Premium,2010,69000,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Red,None reported,20000,4928.0,Medium,315.0
46961,Hummer,H3 Base,1999,160000,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,8000,6400.0,High,220.0
9069,Audi,A3 2.0T Premium,2015,67035,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,22500,7448.0,Medium,220.0
38884,Volkswagen,Golf SportWagen TSI S 4-Door,2018,69600,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,35500,11600.0,Medium,170.0
27097,Chevrolet,Malibu 1LT,2017,54000,Gasoline,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,12995,7714.0,Medium,160.0
9591,BMW,340 i,2016,39886,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,At least 1 accident or damage reported,36800,4985.0,Low,320.0
50717,Porsche,Macan Turbo,2022,38686,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,White,–,None reported,84645,19343.0,Low,
33172,Porsche,Panamera S,2012,46000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,55000,3833.0,Medium,400.0
42048,BMW,X3 xDrive30i,2019,72393,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Brown,None reported,27900,14478.0,Medium,248.0
29813,Chevrolet,Gladiator Willys,2022,1400,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,48500,700.0,Low,285.0
9131,Jeep,Wrangler 80th Anniversary,2019,7800,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,43500,1560.0,Low,285.0
27391,Lexus,GX 460 Base,2017,17710,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,None reported,32400,2530.0,Low,301.0
25191,Dodge,Dakota Big Horn/Lone Star,2010,123620,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,6000,8830.0,High,175.0
35441,Mercedes-Benz,CLA-Class CLA 250,2015,70000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,26900,7777.0,Medium,208.0
26974,Audi,Q8 3.0T Prestige,2020,265,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Orca Black Metallic,Black,None reported,38005,66.0,Low,
22954,Ford,Expedition Max Limited,2018,67500,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,35000,11250.0,Medium,375.0
47465,MINI,Countryman Cooper S ALL4,2016,15750,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,7995,1968.0,Low,181.0
15331,Land,Rover LR2 HSE,2011,100472,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,3499,7728.0,High,230.0
46552,Jeep,Wrangler Unlimited Sport,2017,83420,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,31000,11917.0,Medium,285.0
13842,Mercedes-Benz,SL-Class SL 550,2013,130000,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,39000,11818.0,High,429.0
10879,Dodge,Durango R/T,2021,8200,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Red,None reported,129000,2733.0,Low,360.0
35490,Mercedes-Benz,S-Class S 550 4MATIC,2020,45468,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,41500,11367.0,Medium,449.0
42146,INFINITI,QX60 Base,2015,91545,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,100000,10171.0,High,295.0
52063,BMW,435 i,2016,4126,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,87500,515.0,Low,300.0
4142,Bentley,Bentayga W12 Signature,2016,51808,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,44950,6476.0,Medium,600.0
895,Lexus,RX 450h Base,2013,100000,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Gray,At least 1 accident or damage reported,11500,9090.0,High,295.0
27959,BMW,328 i,2009,123000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,3999,8200.0,High,230.0
16406,Lexus,LX 570 Three-Row,2020,67800,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,36500,16950.0,Medium,383.0
47279,Cadillac,Escalade Premium Luxury Platinum,2021,26000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,63500,8666.0,Low,420.0
2164,Ford,Explorer XLT,2013,87500,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,15500,7954.0,Medium,292.0
8832,Land,Rover Range Rover Sport HSE,2011,185000,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,10700,14230.0,High,300.0
32860,Ford,F-150 XLT,2021,25000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,43000,8333.0,Low,375.0
28879,Audi,Q50 3.0T Premium,2014,49650,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,10995,4965.0,Medium,300.0
29168,BMW,X5 xDrive35i,2016,74850,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,17500,9356.0,Medium,300.0
20854,BMW,ALPINA B7 Base,2017,36750,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,35999,5250.0,Low,445.0
26300,Jeep,Wrangler Unlimited Sport,2002,149460,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,At least 1 accident or damage reported,10999,6793.0,High,190.0
31157,Nissan,GT-R Premium,2020,16000,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,55000,4000.0,Low,565.0
8753,Acura,ZDX Base,2014,80000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,18500,8000.0,Medium,300.0
20656,Ford,F-250 Lariat,2016,60000,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Beige,None reported,21500,7500.0,Medium,440.0
11532,Audi,A3 2.0T Premium,2012,98300,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,10999,8191.0,High,200.0
48325,Porsche,911 Carrera,2022,8000,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,None reported,40000,4000.0,Low,379.0
980,Nissan,Maxima SV,2016,82900,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,None reported,23000,10362.0,Medium,290.0
40641,Toyota,RAV4 Base,2008,94000,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Beige,None reported,15900,5875.0,High,179.0
21829,Cadillac,Suburban Premier,2020,64517,Gasoline,6.2L V8 16V GDI OHV,8-Speed Automatic,Red,Jet Black,None reported,35387,16129.0,Medium,
11983,INFINITI,Q60 3.0t Red Sport 400,2018,25000,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,White,None reported,55000,4166.0,Low,400.0
35714,Ford,Explorer Platinum,2021,56654,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,White,Light Slate,None reported,43860,18884.0,Medium,
4686,Mazda,Mazda3 i SV,2015,124000,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,21900,13777.0,High,155.0
19928,Dodge,Ram 1500 ST,2007,130000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,At least 1 accident or damage reported,7500,7647.0,High,210.0
34657,Cadillac,DeVille Base,1998,152000,Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,At least 1 accident or damage reported,12995,5846.0,High,302.0
12454,Nissan,Pathfinder S,2022,4100,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,84999,2050.0,Low,284.0
15018,Nissan,Sienna XSE 25th Anniversary,2023,6000,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,48000,6000.0,Low,266.0
