,id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
20635,20635,Audi,A3 2.0T Premium,2007,137273,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,12000
4587,4587,Chevrolet,Silverado 1500 LT Trail Boss,2021,36311,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,39366
23366,23366,Alfa,Romeo Giulia Ti,2020,69000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,250000
38601,38601,Volkswagen,Jetta 1.4T SE,2016,76000,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,14500
26182,26182,Ford,Fusion SE,2017,127941,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,13999
8052,8052,Lexus,SC 430 Base,2002,114000,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,3500
47373,47373,Toyota,Highlander Base,2001,231581,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,4300
40472,40472,INFINITI,G37 x,2011,158564,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,9999
19506,19506,Audi,A6 3.0T Prestige,2015,108000,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,15500
39252,39252,Lexus,SC 430 Base,2008,167300,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,None reported,Yes,4900
53400,53400,Chevrolet,Monte Carlo SS,2000,74000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,–,None reported,Yes,2500
1146,1146,Toyota,Highlander LE Plus,2010,205000,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,10340
10,10,Maserati,Quattroporte S Q4 GranLusso,2018,34920,Gasoline,405.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,124995
12806,12806,Mazda,Mazda6 i Touring,2015,124000,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,34500
1266,1266,Jeep,Grand Cherokee L Limited,2019,31700,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,43500
46550,46550,Mercedes-Benz,C-Class C 63 AMG,2014,42000,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,57000
20554,20554,Ford,F-150 Raptor,2021,4500,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,Yes,41000
25020,25020,BMW,750 i xDrive,2018,70582,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,32000
40714,40714,BMW,Z4 sDrive28i,2014,135606,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,17777
34267,34267,BMW,XC90 T6 Momentum,2018,81200,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,28825
25004,25004,Chevrolet,Camaro 2SS,2010,74000,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,12800
47490,47490,Mercury,Marauder Base,2004,70000,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Gray,Black,At least 1 accident or damage reported,Yes,26500
40587,40587,Ford,F-150 XLT,2020,53500,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,43500
9917,9917,Mercedes-Benz,AMG GLC 43 AMG GLC 43,2019,40906,Gasoline,3.0 Liter Twin Turbo,Automatic,Magnetite Black Metallic,Black,None reported,Yes,67190
44162,44162,Ford,F-150 Lariat,2013,82900,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,26499
32228,32228,Ford,Transit Connect XLT,2016,71000,Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,24500
2748,2748,Cadillac,CTS Luxury,2012,104000,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,20900
7826,7826,Nissan,350Z NISMO,2013,73500,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,16000
27372,27372,Acura,MDX 3.7L Advance,2015,123000,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,35000
1466,1466,BMW,M4 Base,2019,12454,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,85500
50904,50904,Audi,Continental GTC Base,2009,7960,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,79950
39516,39516,Maserati,Ghibli S Q4,2014,76000,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,21000
22543,22543,Land,Rover Range Rover Sport Supercharged HSE,2016,55000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,55000
39500,39500,Lexus,IS 350 Base,2014,137000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,22500
15684,15684,Mercedes-Benz,SL-Class SL63 AMG Roadster,2007,56000,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,12749
38571,38571,Ford,E350 Super Duty Base,2003,93000,Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,10990
42238,42238,RAM,1500 Laramie,2022,16616,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,Yes,54999
39112,39112,Volvo,XC60 3.2,2008,100331,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,None reported,Yes,13500
24265,24265,Cadillac,CTS Performance,2014,121500,Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,15999
51793,51793,Dodge,Ram 1500 Laramie Mega Cab,2006,300183,Gasoline,325.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,16900
24918,24918,Mercedes-Benz,SL-Class SL550 Roadster,2008,150000,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,9900
28738,28738,BMW,330 i xDrive,2017,80134,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,–,None reported,Yes,49999
28929,28929,GMC,Suburban 1500 LS,2007,171750,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,At least 1 accident or damage reported,Yes,12400
48786,48786,Land,Rover LR2 HSE,2010,174678,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,7350
18729,18729,BMW,X3 xDrive30i,2021,38352,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed A/T,Black Sapphire Metallic,Canberra Beige,None reported,Yes,37499
15973,15973,Toyota,Tundra SR5,2022,44000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,35000
41524,41524,MINI,Countryman Cooper S ALL4,2016,91700,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,13000
35981,35981,Volvo,XC60 T6 Inscription,2019,90000,Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,24000
7646,7646,Chevrolet,Suburban Premier,2019,51338,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,24500
50172,50172,Chevrolet,Suburban LT,2016,207571,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,26500
11761,11761,Hyundai,Genesis Coupe 3.8 Track,2007,123500,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,5700
8868,8868,Jeep,Wrangler Sahara,2013,71000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,17900
46405,46405,Jeep,Gladiator Rubicon,2020,17500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,45000
39722,39722,Mazda,Mazda3 i Sport,2015,24850,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,9000
23574,23574,Land,Rover Range Rover P530 SE LWB 7 Seat,2021,2100,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,39500
1605,1605,Mercedes-Benz,C-Class C 300 4MATIC,2015,115282,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,White,Black,None reported,Yes,12433
15360,15360,Land,Rover Range Rover 5.0L Supercharged,2018,63295,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Blue,White,At least 1 accident or damage reported,Yes,42995
4851,4851,BMW,X5 xDrive40i,2019,50000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,35000
3232,3232,Lexus,LS 460 Base,2016,49273,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,19000
9423,9423,Porsche,Panamera Platinum Edition,2014,100574,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,13349
9384,9384,BMW,330 i xDrive,2018,73091,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,42999
47992,47992,Kia,Forte GT-Line,2021,24534,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15999
21450,21450,Porsche,911 Carrera 4S,2020,13250,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,154900
10908,10908,Ford,F-150 XLT SuperCab,2002,207000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,6000
34941,34941,Dodge,Ram 1500 ST,2010,127600,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,15400
1668,1668,Nissan,GT-R Black Edition,2017,16850,Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,101000
42470,42470,Mercedes-Benz,CLA-Class CLA 250,2014,120000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,9995
37922,37922,Mercedes-Benz,E-Class E 550,2013,80581,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,26000
26319,26319,Land,Rover Range Rover Sport Supercharged HSE,2016,57550,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,28750
26229,26229,Lexus,IS-F Base,2010,51400,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Red,At least 1 accident or damage reported,Yes,43550
14187,14187,Subaru,Ascent Touring 7-Passenger,2018,67865,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,None reported,Yes,36500
44511,44511,Mercedes-Benz,CLK-Class CLK 350,2008,93000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,12500
20996,20996,BMW,M240 i,2019,59000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,35999
52168,52168,Jeep,Wrangler Sahara,2009,110500,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,12000
37877,37877,BMW,435 i,2014,91403,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,17000
46190,46190,Ford,Mustang GT Premium,2019,26000,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,47500
49854,49854,Subaru,Outback 2.5i Limited,2015,152000,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,11999
27792,27792,Nissan,Juke SL,2012,29558,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,–,None reported,Yes,28000
13371,13371,Land,Rover Range Rover Sport Supercharged HSE,2017,60000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,16000
46851,46851,Nissan,350Z NISMO,2013,48000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,26000
44860,44860,Chevrolet,Suburban 1500 LTZ,2010,162731,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Beige,At least 1 accident or damage reported,Yes,7500
9921,9921,Audi,A8 L 55,2019,34967,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Brown,None reported,Yes,13000
32500,32500,BMW,X5 xDrive40i,2019,69000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,36500
16130,16130,GMC,Sierra 1500 SLT,2016,51354,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,217000
51390,51390,Kia,K5 GT-Line,2022,10971,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacial White Pearl,Black,None reported,Yes,39650
36366,36366,Lexus,RX 450h Base,2013,133500,Hybrid,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,At least 1 accident or damage reported,Yes,8500
19566,19566,Hyundai,Genesis Coupe 3.8 Grand Touring,2013,165454,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,6600
41736,41736,Jeep,Wrangler Sport,2016,71000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,21000
27828,27828,RAM,1500 Laramie,2022,3490,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,52999
24828,24828,Acura,MDX Sport,2016,17467,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,White,Black,None reported,Yes,18955
34509,34509,BMW,X3 xDrive30i,2012,170000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,At least 1 accident or damage reported,Yes,10000
36191,36191,MINI,Cooper Base,2009,78049,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,12980
14406,14406,Mercedes-Benz,GLS 450 Base 4MATIC,2017,19800,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,26500
41099,41099,Bentley,Continental GT Base,2006,74864,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,20900
7782,7782,Lexus,RX 350 Base,2020,53100,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,31950
5626,5626,Jeep,Wrangler Sahara,2008,52000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,17500
32432,32432,Kia,Stinger GT1,2018,105667,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,43000
34111,34111,BMW,M8 Gran Coupe Competition,2022,10972,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,52900
43002,43002,INFINITI,QX80 SENSORY,2018,136390,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic,Black Obsidian,Brown,At least 1 accident or damage reported,Yes,20818
518,518,Chevrolet,Corvette Stingray,2022,7458,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,51900
30488,30488,Jeep,Grand Cherokee Limited,2021,31150,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29000
26643,26643,Cadillac,Escalade ESV Luxury,2016,110000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,11800
10634,10634,Ford,Mustang GT Premium,2012,19900,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,21500
2602,2602,Cadillac,Escalade Premium Luxury Platinum,2022,2550,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,94999
36874,36874,Buick,Enclave Avenir,2019,64290,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Slate Metallic,Ebony / Ebony Accents,None reported,Yes,28616
8203,8203,Mazda,MX-5 Miata Grand Touring,2011,65750,Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,21800
30345,30345,Audi,Q8 55 Premium Plus,2021,25300,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,80000
26802,26802,Nissan,Xterra S,2012,107818,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,11800
24057,24057,Dodge,Ram 2500 Quad Cab,2001,171079,Gasoline,245.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,12000
53896,53896,Ford,F-150 XL,2021,48613,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,None reported,Yes,43837
22842,22842,Mercedes-Benz,E-Class E 350,2014,85760,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,16250
31402,31402,BMW,440 i xDrive,2018,32000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Blue,None reported,Yes,32000
27135,27135,Toyota,Camry Solara SLE V6,1999,138000,Gasoline,133.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,7800
13639,13639,Volkswagen,Beetle 2.0T Final Edition SE,2019,32000,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,32750
37044,37044,Subaru,WRX Base,2015,102000,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Blue,Black,At least 1 accident or damage reported,Yes,17000
13891,13891,Mercedes-Benz,S-Class S 550,2016,78101,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,34500
3358,3358,BMW,X5 xDrive35i,2018,35345,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,27899
43814,43814,INFINITI,G37 x,2011,60058,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,18000
24233,24233,Mercedes-Benz,E-Class E 400,2018,61700,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,42950
37910,37910,Mercedes-Benz,SLC 300 Base,2018,72639,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Gray,Black,None reported,Yes,30775
18770,18770,Chevrolet,Avalanche 1500 LS,2012,104000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,None reported,Yes,17500
2562,2562,BMW,M3 Base,2018,56235,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Orange,Orange,None reported,Yes,50500
7583,7583,Mercedes-Benz,G-Class G 550 4MATIC,2015,90000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,15000
22974,22974,Chevrolet,Tahoe Premier,2019,11500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,44500
40304,40304,Mercedes-Benz,E-Class E 350,2016,56578,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,24950
43781,43781,Land,Rover Range Rover 3.0L Supercharged HSE,2017,63300,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,29950
12157,12157,McLaren,720S Performance,2019,19513,Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,Red,None reported,Yes,279950
20929,20929,Alfa,Romeo Stelvio Base,2018,26500,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,53800
6796,6796,Dodge,Challenger SRT8,2006,53600,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,34500
37264,37264,Chevrolet,Corvette Stingray w/2LT,2020,12500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,94000
14093,14093,Chevrolet,Camaro 1SS,2022,29000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,92500
11958,11958,Mercedes-Benz,AMG S 63 Base 4MATIC,2022,8940,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Nightfall Mica,Black,None reported,Yes,84620
36188,36188,Ford,Explorer ST,2022,20250,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,68500
35004,35004,BMW,X6 M50i,2022,28898,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,–,None reported,Yes,77999
50108,50108,Buick,Envision Essence,2020,136390,Gasoline,2.5L I4 16V GDI DOHC,9-Speed Automatic,Dark Moon Blue Metallic,Ebony,At least 1 accident or damage reported,Yes,28616
25703,25703,Chevrolet,Corvette Stingray w/2LT,2023,7400,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,68000
13217,13217,Jeep,Liberty Sport,2008,103000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,12000
9651,9651,Ford,F-150 XLT,2018,82000,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,31300
35749,35749,Lexus,RX 350 F Sport Performance,2020,43277,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,32324
47381,47381,Chevrolet,Suburban Premier,2021,51351,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Tungsten Metallic,Jet Black,None reported,Yes,46900
25569,25569,Toyota,Tundra SR5,2020,51000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,54000
4051,4051,Jeep,Wrangler Unlimited Sport,2016,62500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,19500
30619,30619,Porsche,911 Turbo S,2005,153818,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,3750
30111,30111,Dodge,Dart SE,2005,141209,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Black,None reported,Yes,14000
21374,21374,Ford,Bronco Big Bend Advanced,2022,10000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,115000
40997,40997,Lincoln,Navigator L Reserve,2019,64855,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,43500
25409,25409,Ford,F-150 Raptor,2018,25997,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Black,None reported,Yes,42850
46344,46344,BMW,325 i,2003,141800,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Gray,At least 1 accident or damage reported,Yes,4300
16159,16159,BMW,M3 Base,2011,73000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,23900
